Name, Imax, %normal, %emergency, kW, kvar, NumCustomers, TotalCustomers, NumPhases, kVBase
Line.MDV201_C_1_404_A8139,    11.0068,     6.75,     5.62,     72.829,    31.7374, 0, 21, 1, 7.2 
Line.MDV201_HN_2_957_B1103249, 0.000624508,     0.00,     0.00, 5.74105E-011, -0.0043887, 0, 0, 1, 7.2 
Line.MDV201_HN_2_089_ABC8163,    129.434,    38.29,    31.88,    1839.47,    772.455, 0, 315, 3, 7.2 
Line.MDV201_HN_2_676_C62306,     9.4386,     4.33,     3.60,    62.8471,    25.8524, 0, 10, 1, 7.2 
Line.MDV201_C_1_409_A8138,    1.69077,     1.04,     0.86,     11.194,    4.84975, 0, 3, 1, 7.2 
Line.MDV201_HN_2_528_C8154,    1.14939,     0.71,     0.59,    7.73139,    3.18696, 0, 2, 1, 7.2 
Line.MDV201_HN_2_667_C89812,    1.89112,     0.87,     0.72,    12.5809,    5.24436, 0, 3, 1, 7.2 
Line.MDV201_39763_ABC39763,    87.5125,    25.89,    21.55,    1104.66,    466.175, 0, 196, 3, 7.2 
Line.MDV201_HN_2_390_B63640,    53.0176,    32.53,    27.05,    356.552,    142.213, 0, 71, 1, 7.2 
Line.MDV201_HN_2_148_C14837,    8.31453,     6.65,     5.54,    56.2295,    23.2118, 0, 13, 1, 7.2 
Line.MDV201_C_1_353_B1008228,    1.22054,     0.75,     0.62,    8.08905,    3.22047, 0, 1, 1, 7.2 
Line.MDV201_DA_7_169_C39742,   0.387005,     0.14,     0.12,    2.55438,    1.06496, 0, 1, 1, 7.2 
Line.MDV201_DA_8_744_C46398,    32.5751,    26.06,    21.72,    216.283,    89.0445, 0, 42, 1, 7.2 
Line.MDV201_102189FUSE,   0.723763,     0.04,     0.03,    4.85679,    1.97021, 0, 1, 1, 7.2 
Line.MDV201_C_1_158_A69465,    1.49741,     1.20,     1.00,    9.80265,    4.35329, 0, 3, 1, 7.2 
Line.MDV201_HN_2_534_A8119,    4.57048,     2.80,     2.33,      30.18,    13.0202, 0, 6, 1, 7.2 
Line.MDV201_DA_8_736_C74436,    1.99773,     1.23,     1.02,    13.2052,    5.42145, 0, 3, 1, 7.2 
Line.MDV201_HN_2_107_A39589,    11.7125,     9.37,     7.81,    76.9438,    33.1377, 0, 14, 1, 7.2 
Line.MDV201_DA_8_924_A56786,    34.0293,    15.61,    12.99,    223.794,    97.0873, 0, 29, 1, 7.2 
Line.MDV201_C_1P114_A1160497,   0.657357,     0.44,     0.44,    4.36157,    1.82617, 0, 1, 1, 7.2 
Line.MDV201_HN_2_351_ABC69616,    34.8702,    16.00,    13.31,    330.794,    137.589, 0, 87, 3, 7.2 
Line.MDV201_1144235FUSE,    2.51313,     0.13,     0.10,    16.5891,    7.12561, 0, 2, 1, 7.2 
Line.MDV201_C_1_212_ABC1144233,    73.0794,     3.65,     3.04,    959.071,    394.945, 0, 213, 3, 7.2 
Line.MDV201_C_1_212_ABC69486,    73.0791,    33.52,    27.89,    959.218,    395.056, 0, 213, 3, 7.2 
Line.MDV201_HN_2_141_ABC800,    158.372,    34.96,    29.11,    2814.82,    1175.96, 0, 552, 3, 7.2 
Line.MDV201_HN_2_665_C62311,    6.52649,     2.99,     2.49,    43.4622,    17.9933, 0, 7, 1, 7.2 
Line.MDV201_HN_2_905_A39596,    1.36452,     0.84,     0.70,    8.97748,    3.84039, 0, 1, 1, 7.2 
Line.MDV201_HN_2_967_A63715,    10.3039,     6.32,     5.26,    68.5396,    29.5554, 0, 13, 1, 7.2 
Line.HN_2P027_SW,   0.630871,     0.16,     0.11,    4.21397,    1.77682, 0, 1, 1, 7.2 
Line.MDV201_1012644ELB,    0.63087,     0.03,     0.03,    4.21396,    1.77682, 0, 1, 1, 7.2 
Line.MDV201_HN_2_697_C8125,    3.36183,     2.06,     1.72,    22.6933,    9.33033, 0, 4, 1, 7.2 
Line.HN_2P053_SW,  0.0136418,     0.00,     0.00, 3.07273E-005, -0.0983907, 0, 0, 1, 7.2 
Line.MDV201_1163438ELB,  0.0136421,     0.00,     0.00, 3.30774E-005, -0.0983927, 0, 0, 1, 7.2 
Line.MDV201_HN_2_414_A843,    10.3838,     6.37,     5.30,     69.483,    29.9702, 0, 15, 1, 7.2 
Line.MDV201_HN_2_673_C62309,   0.979346,     0.45,     0.37,    6.51875,     2.6926, 0, 1, 1, 7.2 
Line.MDV201_112112FUSE,    13.6776,     0.68,     0.57,    90.2416,     36.115, 0, 17, 1, 7.2 
Line.MDV201_HN_2_441_C28268,   0.723782,     0.44,     0.37,    4.85679,    1.97057, 0, 1, 1, 7.2 
Line.MDV201_HN_2_287_C63712,    4.07157,     2.50,     2.08,    27.3356,      11.14, 0, 7, 1, 7.2 
Line.MDV201_HN_2_880_B8096,    3.90805,     2.40,     1.99,    26.2183,    10.4608, 0, 5, 1, 7.2 
Line.C_1P026_SW,    5.53553,     1.38,     0.92,    36.4733,    15.7252, 0, 6, 1, 7.2 
Line.MDV201_8105ELB,    5.53553,     0.28,     0.28,    36.4733,    15.7251, 0, 6, 1, 7.2 
Line.MDV201_DA_8_137_B8198,    1.79505,     1.10,     0.92,    11.7413,    4.68729, 0, 2, 1, 7.2 
Line.MDV201_DA_8_254_ABC58420,    3.92584,     0.87,     0.72,    36.0989,    15.0048, 0, 7, 3, 7.2 
Line.MDV201_HN_2P007_B1160471,    37.8938,    25.26,    25.26,    247.488,    98.3417, 0, 33, 1, 7.2 
Line.SW-DA_8_144_SW,     77.629,    19.41,    12.94,    1033.01,    433.985, 0, 180, 3, 7.2 
Line.MDV201_99420USD,     77.629,     3.88,     3.23,       1033,    433.976, 0, 180, 3, 7.2 
Line.MDV201_DA_8_154_ABC74439,    38.0089,    11.25,     9.36,     487.35,    198.482, 0, 99, 3, 7.2 
Line.MDV201_1023340FUSE,   0.959002,     0.05,     0.04,    6.39919,    2.60306, 0, 2, 1, 7.2 
Line.MDV201_DA_8_810_C58435,    1.32697,     0.61,     0.51,    8.80718,    3.61933, 0, 1, 1, 7.2 
Line.MDV201_HN_2_285_ABC8181,    97.4088,    28.82,    23.99,    863.779,    352.772, 0, 164, 3, 7.2 
Line.MDV201_HN_2_855_B39585,    3.22399,     1.48,     1.23,    21.1956,    8.48562, 0, 4, 1, 7.2 
Line.MDV201_DA_8_226_B8207,   0.822178,     0.30,     0.25,     5.3675,    2.13226, 0, 1, 1, 7.2 
Line.MDV201_DA_8_728_C39745,    18.7029,    11.47,     9.54,    123.643,    50.9046, 0, 25, 1, 7.2 
Line.MDV201_HN_2_136_ABC1010734,    149.732,    66.84,    88.60,    2436.94,    1013.39, 0, 465, 3, 7.2 
Line.MDV201_HN_2_010_C28269,    15.4383,    12.35,    10.29,    103.367,    42.5914, 0, 26, 1, 7.2 
Line.MDV201_OSW_1127424, 1.85376E-009,     0.00,     0.00, 2.14636E-008, 6.94032E-009, 0, 0, 3, 7.2 
Line.MDV201_DA_8_690_B46385,    17.9902,    11.04,     9.18,    120.198,     47.927, 0, 23, 1, 7.2 
Line.MDV201_HN_2_710_C52529,    1.57853,     0.97,     0.81,    10.6646,    4.37979, 0, 2, 1, 7.2 
Line.MDV201_HN_2_922_C28261,     12.938,    10.35,     8.63,     86.595,    35.6498, 0, 21, 1, 7.2 
Line.MDV201_HN_1_146_C1012405,     8.3206,     6.66,     5.55,    55.7672,    23.1571, 0, 12, 1, 7.2 
Line.MDV201_HN_2_681_A28225,    8.25096,     5.06,     4.21,    54.8627,    23.7046, 0, 9, 1, 7.2 
Line.MDV201_C_1_159_A69461,    1.09008,     0.87,     0.73,    7.14154,    3.15615, 0, 2, 1, 7.2 
Line.MDV201_HN_2_011_C28265,    13.6704,    10.94,     9.11,    91.5049,       37.7, 0, 23, 1, 7.2 
Line.MDV201_HN_2_425_B813,    18.7595,    11.51,     9.57,    125.964,    50.2021, 0, 25, 1, 7.2 
Line.MDV201_DA_8_860_B1149719,    2.27573,     1.40,     1.16,    15.2603,    6.06541, 0, 2, 1, 7.2 
Line.MDV201_HN_2_799_B849,    52.3584,    24.02,    19.98,    348.483,    139.272, 0, 56, 1, 7.2 
Line.MDV201_108028FUSE,    2.52111,     0.13,     0.11,    16.9306,    6.96162, 0, 6, 1, 7.2 
Line.MDV201_111079FUSE,    1.25288,     0.06,     0.05,    8.37136,    3.37501, 0, 4, 1, 7.2 
Line.MDV201_HN_2_196_C28291,    19.6287,    15.70,    13.09,    131.539,    54.2148, 0, 33, 1, 7.2 
Line.MDV201_103746FUSE,    7.83487,     0.39,     0.33,    52.4078,    21.5861, 0, 14, 1, 7.2 
Line.MDV201_HN_2_283_ABC14857,    139.731,    41.34,    34.42,    2084.26,    878.749, 0, 366, 3, 7.2 
Line.MDV201_HN_2_248_ABC44584,    132.688,    39.26,    32.68,    1861.55,    781.835, 0, 318, 3, 7.2 
Line.MDV201_1144256FUSE,    2.01803,     0.10,     0.08,    13.4111,    5.77577, 0, 3, 1, 7.2 
Line.MDV201_99618FUSE,    19.9467,     1.00,     0.83,    132.188,    57.4761, 0, 36, 1, 7.2 
Line.MDV201_HN_2_865_C39628,    6.19365,     2.84,     2.36,    41.6513,    17.1361, 0, 7, 1, 7.2 
Line.MDV201_DA_8_795_B88661,     1.2529,     0.77,     0.64,    8.37136,    3.37536, 0, 4, 1, 7.2 
Line.MDV201_DA_8_153_ABC74433,    38.0083,    11.25,     9.36,    487.417,     198.54, 0, 99, 3, 7.2 
Line.MDV201_DA_8_903_ABC58411,    1.41617,     0.31,     0.26,    12.5195,    5.16818, 0, 3, 3, 7.2 
Line.MDV201_HN_2P012_B1160469,    15.6436,    10.43,    10.43,    102.086,    40.4799, 0, 15, 1, 7.2 
Line.MDV201_C_1_268_ABC1144232,    88.2756,    39.41,    52.23,    1070.21,    439.883, 0, 232, 3, 7.2 
Line.MDV201_DA_8_147_ABC56766,    56.5479,    16.73,    13.93,    864.576,    361.428, 0, 151, 3, 7.2 
Line.MDV201_HN_2_718_C14876,    8.37821,     3.84,     3.20,    56.5341,    23.3275, 0, 10, 1, 7.2 
Line.MDV201_HN_2_929_B1144245,   0.885943,     0.54,     0.45,     5.8599,    2.34502, 0, 2, 1, 7.2 
Line.MDV201_C_1_388_A8106,    12.3649,     7.59,     6.31,    81.7351,    35.1323, 0, 15, 1, 7.2 
Line.MDV201_HN_2_707_C52530,    24.0745,    11.04,     9.19,    162.535,    67.1573, 0, 32, 1, 7.2 
Line.MDV201_HN_2_913_A15010,    0.86417,     0.53,     0.44,    5.70272,    2.47901, 0, 2, 1, 7.2 
Line.MDV201_DA_8_784_ABC58431,    37.6657,     8.31,     6.92,    286.741,     118.06, 0, 57, 3, 7.2 
Line.MDV201_HN_2_114_ABC58441,    30.8813,    14.17,    11.79,    278.431,      115.5, 0, 72, 3, 7.2 
Line.MDV201_107993FUSE,    1.49739,     0.07,     0.06,    9.80265,    4.35294, 0, 3, 1, 7.2 
Line.MDV201_HN_2_640_AC28251,     34.173,    15.68,    13.04,    227.204,    98.1725, 0, 41, 2, 7.2 
Line.MDV201_1144261FUSE,    36.7205,     1.84,     1.53,    247.049,    102.304, 0, 37, 1, 7.2 
Line.MDV201_HN_2_429_B807,    10.7425,     6.59,     5.48,      72.11,    28.7271, 0, 15, 1, 7.2 
Line.MDV201_HN_2_518_AC8086,    28.5476,    17.51,    14.57,    295.388,    123.576, 0, 59, 2, 7.2 
Line.MDV201_HN_2_337_B6577,    3.24128,     1.99,     1.65,    21.2002,    8.47098, 0, 5, 1, 7.2 
Line.MDV201_63677FUSE,     5.3582,     0.27,     0.22,    35.6138,    15.4406, 0, 8, 1, 7.2 
Line.MDV201_HN_2_438_C14847,    17.4237,     7.99,     6.65,    117.562,    48.6287, 0, 24, 1, 7.2 
Line.SW-HN_2_812_SW,    139.728,    34.93,    23.29,     2098.3,    889.701, 0, 368, 3, 7.2 
Line.MDV201_107107USD,    139.728,     6.99,     5.82,    2098.26,    889.666, 0, 368, 3, 7.2 
Line.MDV201_HN_21011_B1144229,   0.911995,     0.42,     0.35,    6.12366,    2.45137, 0, 1, 1, 7.2 
Line.MDV201_HN_2_619_ABC52526,    97.4036,    21.50,    17.91,    1122.22,    462.778, 0, 212, 3, 7.2 
Line.C_1P033_SW,    6.09705,     1.52,     1.02,    40.1429,    17.2343, 0, 6, 1, 7.2 
Line.MDV201_8089ELB,    6.09705,     0.30,     0.30,    40.1429,    17.2343, 0, 6, 1, 7.2 
Line.MDV201_1010738FUSE,     29.453,     1.47,     1.23,    194.475,    83.1457, 0, 32, 1, 7.2 
Line.MDV201_HN_2_423_A785,    21.9476,    13.46,    11.20,    147.005,    63.4962, 0, 30, 1, 7.2 
Line.MDV201_HN_2_086_ABC8167,    121.941,    36.08,    30.03,     1787.9,    749.594, 0, 306, 3, 7.2 
Line.MDV201_HN_2_728_B15009,  0.0421782,     0.03,     0.02,   0.268982,   0.129979, 0, 1, 1, 7.2 
Line.MDV201_HN_2_278_ABC1032415,    30.8808,    14.17,    11.79,    278.484,     115.51, 0, 72, 3, 7.2 
Line.MDV201_HN_2_293_ABC63684,    97.4003,    21.50,    17.90,    1416.16,    588.833, 0, 266, 3, 7.2 
Line.MDV201_DA_8_733_C74446,    8.39701,     5.15,     4.28,    55.4949,    22.8381, 0, 10, 1, 7.2 
Line.MDV201_1010733FUSE,    10.4329,     0.52,     0.43,    70.4175,    29.0571, 0, 12, 1, 7.2 
Line.MDV201_HN_2_713_A63679,    1.55862,     0.96,     0.80,    10.3683,    4.46931, 0, 2, 1, 7.2 
Line.MDV201_HN_2_812_ABC63656,    139.727,    41.34,    34.42,     2098.8,    890.485, 0, 368, 3, 7.2 
Line.MDV201_HN_2_290_C14838,    3.69605,     2.96,     2.46,    24.9986,    10.2969, 0, 7, 1, 7.2 
Line.MDV201_HN_21037_ABC28189,     1.0175,     0.45,     0.60,     16.691,    6.95566, 0, 5, 3, 7.2 
Line.MDV201_HN_2_399_B63641,    10.1429,     6.22,     5.17,     68.157,    27.1833, 0, 14, 1, 7.2 
Line.MDV201_HN_2_402_B793,    4.60311,     2.82,     2.35,    30.9325,    12.3183, 0, 7, 1, 7.2 
Line.MDV201_1160459ELB-1_SW,    24.6187,     6.15,     4.10,     162.56,    69.3611, 0, 28, 1, 7.2 
Line.MDV201_1160459ELB,    24.6187,     1.23,     1.23,    162.559,    69.3605, 0, 28, 1, 7.2 
Line.MDV201_1144257FUSE,    9.72323,     0.49,     0.41,    65.4293,     26.979, 0, 15, 1, 7.2 
Line.MDV201_HN_21006_C1008222,    1.59533,     0.98,     0.81,    10.6615,    4.40278, 0, 4, 1, 7.2 
Line.MDV201_DA_8_360_B8205,    3.57579,     1.32,     1.10,    23.3219,    9.33199, 0, 5, 1, 7.2 
Line.MDV201_HN_2_070_A1144231,    6.12733,     4.90,     4.08,    40.7078,    17.5498, 0, 8, 1, 7.2 
Line.MDV201_HN_2_436_ABC63639,    388.017,    62.68,    52.22,    7185.16,    3063.09, 0, 1347, 3, 7.2 
Line.MDV201_103728FUSE,    13.3757,     0.67,     0.56,    87.8841,    37.8523, 0, 16, 1, 7.2 
Line.MDV201_1160474ELB-1_SW,    23.7516,     5.94,     3.96,    155.033,    61.5272, 0, 22, 1, 7.2 
Line.MDV201_1160474ELB,    23.7516,     1.19,     1.19,    155.032,    61.5266, 0, 22, 1, 7.2 
Line.MDV201_HN_2P017_B1160488,    1.48188,     0.99,     0.99,    9.98757,    3.85611, 0, 1, 1, 7.2 
Line.MDV201_DA_8_922_A56784,    39.2573,    18.01,    14.98,    258.312,    112.072, 0, 33, 1, 7.2 
Line.MDV201_98800FUSE,     3.9358,     0.20,     0.16,    26.0798,    11.3087, 0, 6, 1, 7.2 
Line.MDV201_DA_8_259_A1023345,   0.330527,     0.26,     0.22,    2.15894,   0.988631, 0, 1, 1, 7.2 
Line.MDV201_HN_2_303_A1144255,    2.01805,     1.24,     1.03,    13.4111,    5.77612, 0, 3, 1, 7.2 
Line.MDV201_HN_2_627_C14868,   0.793055,     0.36,     0.30,    5.35693,     2.2011, 0, 1, 1, 7.2 
Line.MDV201_HN_1_167_A39572,    5.97727,     4.78,     3.98,    39.2446,    16.9088, 0, 8, 1, 7.2 
Line.MDV201_HN_2_073_A8183,    2.78518,     2.23,     1.86,    18.4986,    7.97913, 0, 3, 1, 7.2 
Line.MDV201_DA_7_166_C58439,    1.58612,     1.27,     1.06,    10.4994,    4.29302, 0, 2, 1, 7.2 
Line.MDV201_HN_2_079_A1144241,  0.0645923,     0.05,     0.04,   0.411802,    0.21701, 0, 1, 1, 7.2 
Line.MDV201_HN_2_617_ABC28224,    97.4026,    21.50,    17.90,    1188.97,    491.979, 0, 224, 3, 7.2 
Line.MDV201_HN_2_933_B6571,    31.7221,    19.46,    16.18,    207.238,     82.844, 0, 39, 1, 7.2 
Line.MDV201_DA_8_676_A56755,    12.5675,     7.71,     6.41,    82.8732,    35.8242, 0, 15, 1, 7.2 
Line.MDV201_HN_1_330_C28264,   0.724353,     0.44,     0.37,    4.85675,    1.98151, 0, 1, 1, 7.2 
Line.MDV201_HN_2_014_C39766,   0.828907,     0.66,     0.55,    5.54859,    2.27403, 0, 1, 1, 7.2 
Line.MDV201_HN_2_358_ABC1010730, 0.00374199,     0.00,     0.00, 4.8593E-009, -0.0755332, 0, 0, 3, 7.2 
Line.MDV201_C_1_408_A8137,    3.21611,     1.97,     1.64,    21.3008,    9.20781, 0, 5, 1, 7.2 
Line.MDV201_HN_2_839_B39579,    48.1918,    22.11,    18.39,    317.929,    127.111, 0, 69, 1, 7.2 
Line.MDV201_HN_2_027_A39614,    5.78762,     4.63,     3.86,    38.0535,    16.3785, 0, 7, 1, 7.2 
Line.MDV201_HN_2_424_A784,    23.2983,    10.69,     8.89,    156.092,    67.4343, 0, 32, 1, 7.2 
Line.MDV201_DA_8_148_ABC56777,     38.005,    11.24,     9.36,    540.516,    220.635, 0, 108, 3, 7.2 
Line.MDV201_HN_2_130_C1173573, 0.00108339,     0.00,     0.00, -7.68448E-012, -0.00792403, 0, 0, 1, 7.2 
Line.MDV201_HN_2_525_C859,    5.35571,     3.29,     2.73,    36.0312,    14.8484, 0, 8, 1, 7.2 
Line.MDV201_C_1_391_A8120,    8.33153,     5.11,     4.25,    55.0198,    23.7367, 0, 9, 1, 7.2 
Line.MDV201_C_1_161_A69458,   0.641402,     0.51,     0.43,    4.20931,    1.84047, 0, 1, 1, 7.2 
Line.MDV201_HN_2_007_BC28292,    19.6283,    15.70,    13.09,    137.391,    56.5984, 0, 35, 2, 7.2 
Line.MDV202_OSW_796, 1.87714E-009,     0.00,     0.00, 5.83078E-009, -3.92872E-008, 0, 0, 3, 7.2 
Line.HN_2P016_SW,    4.50391,     1.13,     0.75,    29.3436,    11.7507, 0, 4, 1, 7.2 
Line.MDV201_62302ELB,    4.50391,     0.23,     0.23,    29.3435,    11.7507, 0, 4, 1, 7.2 
Line.MDV201_HN_2_578_ABC44585,    121.941,    36.08,    30.03,    1757.85,    737.015, 0, 301, 3, 7.2 
Line.MDV201_1144237FUSE,    27.5039,     1.38,     1.15,    184.051,    73.4476, 0, 36, 1, 7.2 
Line.MDV201_HN_2_112_ABC69628,    33.4014,    15.32,    12.75,    302.094,    125.368, 0, 81, 3, 7.2 
Line.MDV201_HN_2_526_C860,    4.67566,     2.87,     2.39,    31.4663,    12.9351, 0, 7, 1, 7.2 
Line.MDV201_HN_2_372_B6576,    47.0002,    37.60,    31.33,    307.302,      122.2, 0, 44, 1, 7.2 
Line.MDV201_HN_2_374_ABC853,   0.708003,     0.32,     0.42,    14.0156,    5.95098, 0, 3, 3, 7.2 
Line.MDV201_107106FUSE,    16.1265,     0.81,     0.67,    108.403,    43.2089, 0, 22, 1, 7.2 
Line.MDV201_HN_21090_ABC1011952,    0.70947,     0.26,     0.22,    14.0156,    6.02057, 0, 3, 3, 7.2 
Line.MDV201_HN_2_434_ABC63645,    385.953,    62.35,    51.95,    7166.61,    3041.65, 0, 1344, 3, 7.2 
Line.MDV201_HN_2_939_B14991,    4.74562,     2.91,     2.42,    30.9827,    12.3281, 0, 6, 1, 7.2 
Line.MDV201_DA_8_146_ABC6578,    84.0749,    24.87,    20.71,    1076.28,    453.354, 0, 189, 3, 7.2 
Line.MDV201_104356FUSE,    5.93778,     0.30,     0.25,    39.8583,    16.2742, 0, 10, 1, 7.2 
Line.MDV201_HN_2_462_C62243,    9.96495,     4.57,     3.80,    66.4807,    27.3499, 0, 12, 1, 7.2 
Line.MDV201_HN_2_152_C14831,    16.7493,    13.40,    11.17,    113.436,     46.736, 0, 26, 1, 7.2 
Line.MDV201_HN_2_891_B52522,    1.62779,     1.00,     0.83,    10.7148,    4.25456, 0, 2, 1, 7.2 
Line.MDV201_HN_2_845_B69624,    1.09661,     0.50,     0.42,     7.2198,    2.88459, 0, 1, 1, 7.2 
Line.MDV201_1160455ELB-1_SW,    8.53137,     2.13,     1.42,    56.3157,    24.0101, 0, 11, 1, 7.2 
Line.MDV201_1160455ELB,    8.53137,     0.43,     0.43,    56.3156,      24.01, 0, 11, 1, 7.2 
Line.MDV201_HN_2_412_A832,    6.89133,     4.23,     3.52,    46.1062,    19.8842, 0, 11, 1, 7.2 
Line.MDV201_C_1_399_A21654,    15.3562,     9.42,     7.83,    101.677,    44.2769, 0, 29, 1, 7.2 
Line.MDV201_HN_2_150_C28297,      9.316,     7.45,     6.21,    63.0319,    25.9837, 0, 14, 1, 7.2 
Line.MDV201_HN_1_307_A89825,    1.10143,     0.68,     0.56,    7.23056,    3.12671, 0, 1, 1, 7.2 
Line.MDV201_DA_8_040_ABC46394,    38.0096,    11.25,     9.36,    481.648,    195.989, 0, 98, 3, 7.2 
Line.MDV201_DA_8_281_B1023341,   0.959021,     0.59,     0.49,    6.39919,    2.60341, 0, 2, 1, 7.2 
Line.MDV201_HN_1_152_C1012414,    1.11218,     0.51,     0.42,    7.43154,    3.14408, 0, 3, 1, 7.2 
Line.MDV201_HN_2_874_C63669,    3.09205,     1.42,     1.18,    20.7874,    8.58444, 0, 5, 1, 7.2 
Line.MDV201_DA_8_781_ABC58415,    3.92755,     0.87,     0.72,    31.8893,    13.3778, 0, 6, 3, 7.2 
Line.MDV201_HN_2P027_C1160453,   0.623842,     0.42,     0.42,    4.21399,    1.64124, 0, 1, 1, 7.2 
Line.MDV201_HN_2_613_ABC63682,    97.4011,    21.50,    17.90,    1356.75,    562.729, 0, 254, 3, 7.2 
Line.MDV201_HN_2_430_B797,    7.85532,     4.82,     4.01,    52.7222,    21.0114, 0, 12, 1, 7.2 
Line.MDV201_HN_2P010_B1160479,    23.7516,    15.83,    15.83,    155.032,    61.5266, 0, 22, 1, 7.2 
Line.MDV201_HN_2_538_C8095,    5.45495,     3.35,     2.78,    36.7014,    15.1411, 0, 10, 1, 7.2 
Line.MDV201_DA_8_202_C74456,     27.556,    22.04,    18.37,    182.698,    75.2172, 0, 37, 1, 7.2 
Line.MDV201_100477FUSE,    1.48674,     0.07,     0.06,    10.0524,    4.15003, 0, 3, 1, 7.2 
Line.MDV201_HN_2_226_ABC822,     146.18,    65.26,    86.50,    2383.56,    989.667, 0, 455, 3, 7.2 
Line.MDV201_HN_2_026_A39597,    5.24045,     4.19,     3.49,    34.4578,    14.8186, 0, 6, 1, 7.2 
Line.MDV201_HN_2_946_C8179,    5.80069,     2.66,     2.21,    38.5867,    15.9277, 0, 6, 1, 7.2 
Line.MDV201_102181FUSE,    8.25094,     0.41,     0.34,    54.8627,    23.7043, 0, 9, 1, 7.2 
Line.MDV201_HN_2_359_ABC93587,    1.49384,     0.44,     0.37,    14.9067,    6.24472, 0, 3, 3, 7.2 
Line.MDV201_HN_1_155_C89796,    1.82734,     0.84,     0.70,     12.277,    5.00333, 0, 3, 1, 7.2 
Line.MDV201_HN_2_435_ABC63643,     386.95,    62.51,    52.08,    7176.05,    3053.67, 0, 1346, 3, 7.2 
Line.MDV201_HN_2_801_B840,    34.8987,    16.01,    13.32,    232.201,    92.6801, 0, 37, 1, 7.2 
Line.MDV201_HN_2_851_B52519,     16.108,     7.39,     6.15,    105.995,    42.2463, 0, 23, 1, 7.2 
Line.MDV201_C_1_132_ABC69478,    4.29274,     0.69,     0.58,    38.2523,    15.5645, 0, 6, 3, 7.2 
Line.MDV201_HN_2_405_B803,    25.4903,    15.64,    13.01,    171.268,    68.3131, 0, 34, 1, 7.2 
Line.MDV201_HN_2_907_A39581,    2.24256,     1.38,     1.14,    14.7275,    6.34793, 0, 2, 1, 7.2 
Line.MDV201_HN_2_523_C856,    11.2762,     6.92,     5.75,    75.8808,    31.2616, 0, 15, 1, 7.2 
Line.MDV201_HN_2_218_B8161,     4.3991,     3.52,     2.93,     29.577,    11.7505, 0, 6, 1, 7.2 
Line.MDV201_DA_8_205_C58436,    23.0158,    18.41,    15.34,    152.361,    62.6924, 0, 30, 1, 7.2 
Line.MDV201_100480FUSE,    5.02416,     0.25,     0.21,    33.8781,    14.0452, 0, 8, 1, 7.2 
Line.MDV201_DA_8_459_A6583,    2.13651,     1.31,     1.09,    14.1092,    6.07681, 0, 2, 1, 7.2 
Line.MDV201_HN_2_772_C14846,   0.763513,     0.47,     0.39,    5.14033,    2.18386, 0, 1, 1, 7.2 
Line.MDV201_DA_8_773_A74438,    1.37445,     0.84,     0.70,     9.0375,    3.96487, 0, 1, 1, 7.2 
Line.MDV201_HN_2_343_ABC829,    144.807,    64.65,    85.68,    2373.45,    985.249, 0, 453, 3, 7.2 
Line.MDV201_HN_2_426_B816,    15.8061,     9.70,     8.06,    106.118,    42.2994, 0, 22, 1, 7.2 
Line.MDV201_HN_2_519_AC8090,    15.6033,     9.57,     7.96,    180.615,    76.2737, 0, 36, 2, 7.2 
Line.MDV201_HN_2_391_B63644,    54.1115,    33.20,    27.61,     364.09,    145.284, 0, 73, 1, 7.2 
Line.MDV201_HN_2_016_ABC63680,    97.3989,    21.50,    17.90,    1810.11,    757.443, 0, 337, 3, 7.2 
Line.MDV201_106885FUSE,    1.48186,     0.07,     0.06,    9.98757,    3.85576, 0, 1, 1, 7.2 
Line.MDV201_HN_2_072_A8187,    4.98197,     3.99,     3.32,    33.1021,    14.2503, 0, 6, 1, 7.2 
Line.MDV201_DA_8_919_A56782,    45.8766,    21.04,    17.51,    301.985,     131.05, 0, 39, 1, 7.2 
Line.MDV201_HN_2_709_C52528,    2.99214,     1.84,     1.53,    20.2139,    8.30562, 0, 4, 1, 7.2 
Line.MDV201_HN_2_952_C8189,    3.09228,     1.42,     1.18,    20.5685,    8.49182, 0, 3, 1, 7.2 
Line.MDV201_HN_2_916_ABC14828,    97.4143,    28.82,    23.99,    774.884,     312.14, 0, 142, 3, 7.2 
Line.MDV201_DA_8_929_A39734,    12.9833,     5.96,     4.96,    85.3016,    36.9592, 0, 11, 1, 7.2 
Line.MDV201_HN_2_529_C8155,    2.39658,     1.47,     1.22,    16.1296,    6.62334, 0, 3, 1, 7.2 
Line.MDV201_HN_1_265_A89824,    2.26394,     1.39,     1.16,    14.8647,    6.42186, 0, 4, 1, 7.2 
Line.MDV201_HN_2_858_B94733,    5.05851,     3.10,     2.58,    33.2858,    13.2917, 0, 7, 1, 7.2 
